Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Seated Cable Rows,https://www.bodybuilding.com/exercises/seated-cable-rows,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.8,Average
Tricep Dumbbell Kickback,https://www.bodybuilding.com/exercises/tricep-dumbbell-kickback,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76d-single-arm-triceps-kick-back-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76d-single-arm-triceps-kick-back-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average
Otis-Up,https://www.bodybuilding.com/exercises/otis-up,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,Average
Mountain climber,https://www.bodybuilding.com/exercises/mountain-climbers,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-201a-mountain-climber-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-201a-mountain-climber-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Ab bicycle,https://www.bodybuilding.com/exercises/air-bike,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-73a-ab-cycle-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-73a-ab-cycle-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Barbell forward lunge,https://www.bodybuilding.com/exercises/barbell-lunge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43b-barbell-forward-lunge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43b-barbell-forward-lunge-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average
3/4 sit-up,https://www.bodybuilding.com/exercises/34-sit-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-149a-34-sit-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-149a-34-sit-up-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Exercise ball leg curl,https://www.bodybuilding.com/exercises/ball-leg-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-21s-exercise-ball-leg-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-21s-exercise-ball-leg-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/exercise-ball,Exercise Ball,8.8,Average
Glute bridge,https://www.bodybuilding.com/exercises/butt-lift-bridge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-59a-glute-bridge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-59a-glute-bridge-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Close-Grip Front Lat Pulldown,https://www.bodybuilding.com/exercises/close-grip-front-lat-pulldown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-73c-close-grip-pull-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-73c-close-grip-pull-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.8,Average
Dip Machine,https://www.bodybuilding.com/exercises/dip-machine,https://www.bodybuilding.com/exercises/exerciseImages/sequences/146/Male/m/146_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/146/Male/m/146_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.8,Average
Incline dumbbell row,https://www.bodybuilding.com/exercises/dumbbell-incline-row,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average
Dumbbell Lunges,https://www.bodybuilding.com/exercises/dumbbell-lunges,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average
Single-arm standing shoulder press,https://www.bodybuilding.com/exercises/dumbbell-one-arm-shoulder-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average
Preacher Curl,https://www.bodybuilding.com/exercises/preacher-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-55s-ez-bar-preacher-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-55s-ez-bar-preacher-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average
Reverse crunch,https://www.bodybuilding.com/exercises/reverse-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-263a-reverse-crunch-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-263a-reverse-crunch-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Standing Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/standing-dumbbell-triceps-extension,https://www.bodybuilding.com/images/2020/june/345_1.jpg,https://www.bodybuilding.com/images/2020/june/345_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average
Elliptical trainer,https://www.bodybuilding.com/exercises/elliptical-trainer,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22m-elliptical-trainer-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22m-elliptical-trainer-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,Average
Bodyweight squat,https://www.bodybuilding.com/exercises/bodyweight-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-27a-bodyweight-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-27a-bodyweight-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Bent Over Two-Dumbbell Row With Palms In,https://www.bodybuilding.com/exercises/bent-over-two-dumbbell-row-with-palms-in,https://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/m/17_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/m/17_2.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average
Hex-bar deadlift,https://www.bodybuilding.com/exercises/trap-bar-deadlift,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-123s-hex-bar-deadlift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-123s-hex-bar-deadlift-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,Average
Narrow-stance leg press,https://www.bodybuilding.com/exercises/narrow-stance-leg-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-46m-wide-stance-leg-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-46m-wide-stance-leg-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,Average
Single-leg glute bridge,https://www.bodybuilding.com/exercises/single-leg-glute-bridge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61a-single-leg-glute-bridge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61a-single-leg-glute-bridge-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Barbell Curls Lying Against An Incline,https://www.bodybuilding.com/exercises/barbell-curls-lying-against-an-incline,https://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/m/300_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/m/300_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average
Standing Hip Circles,https://www.bodybuilding.com/exercises/standing-hip-circles,https://www.bodybuilding.com/exercises/exerciseImages/sequences/873/Male/m/873_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/873/Male/m/873_2.jpg,https://www.bodybuilding.com/exercises/muscle/abductors,Abductors,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Clam,https://www.bodybuilding.com/exercises/clam,https://www.bodybuilding.com/images/2020/april/2843_1.jpg,https://www.bodybuilding.com/images/2020/april/2843_2.jpg,https://www.bodybuilding.com/exercises/muscle/abductors,Abductors,https://www.bodybuilding.com/exercises/finder,,8.8,Average
Narrow Stance Hack Squats,https://www.bodybuilding.com/exercises/narrow-stance-hack-squats,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,Average
Seated Close-Grip Concentration Barbell Curl,https://www.bodybuilding.com/exercises/seated-close-grip-concentration-barbell-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average
Dumbbell Lying Pronation,https://www.bodybuilding.com/exercises/dumbbell-lying-pronation,,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/finder,,8.8,Average
Smith machine box squat,https://www.bodybuilding.com/exercises/chair-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average
Drop Push,https://www.bodybuilding.com/exercises/drop-push,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,Average
Upside-down pull-up,https://www.bodybuilding.com/exercises/bodyweight-mid-row,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,Average
Reverse Barbell Preacher Curls,https://www.bodybuilding.com/exercises/reverse-barbell-preacher-curls,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,8.8,Average
Close-grip EZ-bar bench press,https://www.bodybuilding.com/exercises/close-grip-ez-bar-press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,8.8,Average
Incline Push-Up,https://www.bodybuilding.com/exercises/incline-push-up,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Hyperextensions With No Hyperextension Bench,https://www.bodybuilding.com/exercises/hyperextensions-with-no-hyperextension-bench,,,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Dumbbell front raise,https://www.bodybuilding.com/exercises/front-two-dumbbell-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13d-dumbbell-front-raise-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average
Parallel Bar Dip,https://www.bodybuilding.com/exercises/parallel-bar-dip,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Stairmaster,https://www.bodybuilding.com/exercises/stairmaster,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51m-stair-climber-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51m-stair-climber-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,Average
Double Leg Butt Kick,https://www.bodybuilding.com/exercises/double-leg-butt-kick,https://www.bodybuilding.com/exercises/exerciseImages/sequences/778/Male/m/778_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/778/Male/m/778_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/finder,,8.8,Average
Groiners,https://www.bodybuilding.com/exercises/groiners-,,,https://www.bodybuilding.com/exercises/muscle/adductors,Adductors,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Neck Press,https://www.bodybuilding.com/exercises/neck-press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average
Broad jump,https://www.bodybuilding.com/exercises/standing-long-jump,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Machine Squat,https://www.bodybuilding.com/exercises/machine-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,Average
V-bar pull-up,https://www.bodybuilding.com/exercises/v-bar-pullup,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-140c-v-bar-pull-up-m1-crop-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/finder,,8.8,Average
Ring dip,https://www.bodybuilding.com/exercises/ring-dips,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Standing One-Arm Cable Curl,https://www.bodybuilding.com/exercises/standing-one-arm-cable-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.8,Average
Burpee,https://www.bodybuilding.com/exercises/burpee,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-38a-burpee-m4-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average
Double-arm triceps kick-back,https://www.bodybuilding.com/exercises/standing-bent-over-two-arm-dumbbell-triceps-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75d-double-arm-triceps-kick-back-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75d-double-arm-triceps-kick-back-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average
Dumbbell reverse lunge,https://www.bodybuilding.com/exercises/dumbbell-rear-lunge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83d-dumbbell-reverse-lunge-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Seated Calf Raise,https://www.bodybuilding.com/exercises/seated-calf-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13m-machine-seated-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13m-machine-seated-calf-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average
Standing dumbbell shrug,https://www.bodybuilding.com/exercises/dumbbell-shrug,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-115d-standing-dumbbell-shrug-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-115d-standing-dumbbell-shrug-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Calf Press On The Leg Press Machine,https://www.bodybuilding.com/exercises/calf-press-on-the-leg-press-machine,,,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average
Barbell step-up,https://www.bodybuilding.com/exercises/barbell-step-ups,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Feet-elevated bench dip,https://www.bodybuilding.com/exercises/bench-dips,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Bent Over Barbell Row,https://www.bodybuilding.com/exercises/bent-over-barbell-row,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Crunches,https://www.bodybuilding.com/exercises/crunches,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Dumbbell Alternate Bicep Curl,https://www.bodybuilding.com/exercises/dumbbell-alternate-bicep-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Bent-over dumbbell rear delt row,https://www.bodybuilding.com/exercises/dumbbell-rear-delt-row,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
External Rotation with Cable,https://www.bodybuilding.com/exercises/external-rotation-with-cable,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/finder,Cables,8.7,Average
Handstand push-up,https://www.bodybuilding.com/exercises/handstand-push-ups,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Single-arm dumbbell preacher curl,https://www.bodybuilding.com/exercises/one-arm-dumbbell-preacher-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53s-single-arm-dumbbell-preacher-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53s-single-arm-dumbbell-preacher-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Step-up with knee raise,https://www.bodybuilding.com/exercises/step-up-with-knee-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Smith machine back squat,https://www.bodybuilding.com/exercises/smith-machine-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18t-smith-machine-back-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18t-smith-machine-back-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average
Incline dumbbell front raise,https://www.bodybuilding.com/exercises/front-incline-dumbbell-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Alternate Incline Dumbbell Curl,https://www.bodybuilding.com/exercises/alternate-incline-dumbbell-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Standing dumbbell upright row,https://www.bodybuilding.com/exercises/standing-dumbbell-upright-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-125d-standing-dumbbell-upright-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-125d-standing-dumbbell-upright-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Single-arm cable front raise,https://www.bodybuilding.com/exercises/front-cable-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42c-single-arm-cable-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42c-single-arm-cable-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,Average
Two-Arm Kettlebell Military Press,https://www.bodybuilding.com/exercises/two-arm-kettlebell-military-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/m/530_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/m/530_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,Average
Incline cable chest press,https://www.bodybuilding.com/exercises/incline-cable-chest-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11c-incline-cable-chest-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11c-incline-cable-chest-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,Average
Rope climb,https://www.bodybuilding.com/exercises/rope-climb,,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Single-arm dumbbell preacher curl,https://www.bodybuilding.com/exercises/one-arm-dumbbell-preacher-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Step-up with knee raise,https://www.bodybuilding.com/exercises/step-up-with-knee-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Incline dumbbell front raise,https://www.bodybuilding.com/exercises/front-incline-dumbbell-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11n-incline-dumbbell-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11n-incline-dumbbell-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Rope climb,https://www.bodybuilding.com/exercises/rope-climb,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-155s-rope-climb-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-155s-rope-climb-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Trail Running/Walking,https://www.bodybuilding.com/exercises/trail-runningwalking,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Standing Bradford press,https://www.bodybuilding.com/exercises/standing-bradford-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Neutral-grip dumbbell bench press,https://www.bodybuilding.com/exercises/dumbbell-bench-press-with-neutral-grip,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Cable Chest Press,https://www.bodybuilding.com/exercises/cable-chest-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/870/Male/m/870_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/870/Male/m/870_2.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,Average
Standing concentration curl,https://www.bodybuilding.com/exercises/standing-concentration-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23d-standing-concentration-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23d-standing-concentration-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average
Wide-Grip Rear Pull-Up,https://www.bodybuilding.com/exercises/wide-grip-rear-pull-up,https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_2.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Kettlebell pass-through lunge,https://www.bodybuilding.com/exercises/lunge-pass-through,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-57k-kettlebell-pass-through-lunge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-57k-kettlebell-pass-through-lunge-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,Average
Hands-elevated push-up,https://www.bodybuilding.com/exercises/incline-push-up-medium,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18e-hands-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18e-hands-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average
Deadlift with Bands,https://www.bodybuilding.com/exercises/deadlift-with-bands,https://www.bodybuilding.com/exercises/exerciseImages/sequences/677/Male/m/677_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/677/Male/m/677_2.jpg,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
