Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Standing cable low-to-high twist,https://www.bodybuilding.com/exercises/standing-cable-lift,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9.3,Average
Decline EZ-bar skullcrusher,https://www.bodybuilding.com/exercises/decline-ez-bar-triceps-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47n-decline-ez-bar-skullcrusher-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47n-decline-ez-bar-skullcrusher-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,9.3,Average
Standing behind-the-back wrist curl,https://www.bodybuilding.com/exercises/standing-palms-up-barbell-behind-the-back-wrist-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-14b-standing-behind-the-back-wrist-curl-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.3,Average
Seated finger curl,https://www.bodybuilding.com/exercises/finger-curls,,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.3,Average
Wide-grip barbell curl,https://www.bodybuilding.com/exercises/wide-grip-standing-barbell-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.3,Average
Dumbbell spell caster,https://www.bodybuilding.com/exercises/spell-caster,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.3,Average
Dumbbell floor press,https://www.bodybuilding.com/exercises/dumbbell-floor-press,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.3,Average
Lying Face Down Plate Neck Resistance,https://www.bodybuilding.com/exercises/lying-face-down-plate-neck-resistance,,,https://www.bodybuilding.com/exercises/muscle/neck,Neck,https://www.bodybuilding.com/exercises/equipment/other,Other,9.3,Average
Pullups,https://www.bodybuilding.com/exercises/pullups,,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.2,Average
Decline reverse crunch,https://www.bodybuilding.com/exercises/decline-reverse-crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,9.2,Average
Dumbbell Bench Press,https://www.bodybuilding.com/exercises/dumbbell-bench-press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.2,Average
Jumping rope,https://www.bodybuilding.com/exercises/rope-jumping,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.2,Average
Seated barbell shoulder press,https://www.bodybuilding.com/exercises/seated-barbell-military-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
EZ-bar spider curl,https://www.bodybuilding.com/exercises/spider-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18n-barbell-spider-curl-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Smith machine shrug,https://www.bodybuilding.com/exercises/smith-machine-shrug,,,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9.2,Average
Smith Machine Calf Raise,https://www.bodybuilding.com/exercises/smith-machine-calf-raise,,,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9.2,Average
Romanian Deadlift from Deficit,https://www.bodybuilding.com/exercises/romanian-deadlift-from-deficit,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Power Snatch,https://www.bodybuilding.com/exercises/power-snatch,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Pushups,https://www.bodybuilding.com/exercises/pushups,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.2,Average
Barbell walking lunge,https://www.bodybuilding.com/exercises/barbell-walking-lunge,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Front Squats With Two Kettlebells,https://www.bodybuilding.com/exercises/front-squats-with-two-kettlebells,https://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/m/511_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/511/Male/m/511_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,9.2,Average
Spider crawl,https://www.bodybuilding.com/exercises/spider-crawl,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.2,Average
Power Clean from Blocks,https://www.bodybuilding.com/exercises/power-clean-from-blocks,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Single Leg Push-off,https://www.bodybuilding.com/exercises/single-leg-push-off,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,9.2,Average
Hip Circles (Prone),https://www.bodybuilding.com/exercises/hip-circles-prone,,,https://www.bodybuilding.com/exercises/muscle/abductors,Abductors,https://www.bodybuilding.com/exercises/finder,,9.2,Average
Reverse-grip bent-over row,https://www.bodybuilding.com/exercises/reverse-grip-bent-over-rows,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,https://www.bodybuilding.com/exercises/seated-two-arm-palms-up-low-pulley-wrist-curl,,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9.2,Average
Back extension,https://www.bodybuilding.com/exercises/hyperextensions-back-extensions,,,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Close-grip bench press,https://www.bodybuilding.com/exercises/close-grip-barbell-bench-press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.1,Average
Cocoons,https://www.bodybuilding.com/exercises/cocoons,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Cross-Body Crunch,https://www.bodybuilding.com/exercises/cross-body-crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Dumbbell Flyes,https://www.bodybuilding.com/exercises/dumbbell-flyes,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Hammer Curls,https://www.bodybuilding.com/exercises/hammer-curls,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-7d-hammer-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-7d-hammer-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Low-cable cross-over,https://www.bodybuilding.com/exercises/low-cable-crossover,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5c-low-cable-cross-over-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5c-low-cable-cross-over-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9.1,Average
Single-arm high-cable side bend,https://www.bodybuilding.com/exercises/one-arm-high-pulley-cable-side-bends,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-107c-single-arm-high-cable-side-bend-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-107c-single-arm-high-cable-side-bend-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9.1,Average
Seated Dumbbell Press,https://www.bodybuilding.com/exercises/seated-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Standing dumbbell shoulder press,https://www.bodybuilding.com/exercises/standing-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104d-standing-dumbbell-shoulder-press-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Single Leg Push-off,https://www.bodybuilding.com/exercises/single-leg-push-off,https://www.bodybuilding.com/exercises/exerciseImages/sequences/818/Male/m/818_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/818/Male/m/818_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,9.2,Average
Hip Circles (Prone),https://www.bodybuilding.com/exercises/hip-circles-prone,https://www.bodybuilding.com/images/2020/may/874_1.jpg,https://www.bodybuilding.com/images/2020/may/874_2.jpg,https://www.bodybuilding.com/exercises/muscle/abductors,Abductors,https://www.bodybuilding.com/exercises/finder,,9.2,Average
Reverse-grip bent-over row,https://www.bodybuilding.com/exercises/reverse-grip-bent-over-rows,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-02b-reverse-grip-bent-over-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-02b-reverse-grip-bent-over-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.2,Average
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,https://www.bodybuilding.com/exercises/seated-two-arm-palms-up-low-pulley-wrist-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/7/Male/m/7_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/7/Male/m/7_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9.2,Average
Back extension,https://www.bodybuilding.com/exercises/hyperextensions-back-extensions,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-16m-back-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-16m-back-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Close-grip bench press,https://www.bodybuilding.com/exercises/close-grip-barbell-bench-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82e-close-grip-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82e-close-grip-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.1,Average
Cocoons,https://www.bodybuilding.com/exercises/cocoons,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-170a-cocoon-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-170a-cocoon-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Cross-Body Crunch,https://www.bodybuilding.com/exercises/cross-body-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Dumbbell Flyes,https://www.bodybuilding.com/exercises/dumbbell-flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31e-dumbbell-chest-fly-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Hammer Curls,https://www.bodybuilding.com/exercises/hammer-curls,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3n-incline-dumbbell-bench-press-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Seated Dumbbell Press,https://www.bodybuilding.com/exercises/seated-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Standing dumbbell shoulder press,https://www.bodybuilding.com/exercises/standing-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104d-standing-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104d-standing-dumbbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
EZ-Bar Curl,https://www.bodybuilding.com/exercises/ez-bar-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-46s-standing-ez-bar-curl-m1-crop-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,9.1,Average
Olympic Squat,https://www.bodybuilding.com/exercises/olympic-squat-,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.1,Average
Natural Glute Ham Raise,https://www.bodybuilding.com/exercises/natural-glute-ham-raise,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Axle Deadlift,https://www.bodybuilding.com/exercises/axle-deadlift,,,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/other,Other,9.1,Average
Zottman Curl,https://www.bodybuilding.com/exercises/zottman-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/finder,,9.1,Average
Glute ham raise-,https://www.bodybuilding.com/exercises/floor-glute-ham-raise,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/none,None,9.1,Average
Single-arm lateral raise,https://www.bodybuilding.com/exercises/one-arm-side-laterals,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Power Partials,https://www.bodybuilding.com/exercises/power-partials,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Leverage Shrug,https://www.bodybuilding.com/exercises/leverage-shrug,https://www.bodybuilding.com/exercises/exerciseImages/sequences/898/Male/m/898_1.jpg,https://www.bodybuilding.com/images/2020/xdb/898_2.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9.1,Average
Cable V-bar push-down,https://www.bodybuilding.com/exercises/triceps-pushdown-v-bar-attachment,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9.1,Average
Wrist Roller,https://www.bodybuilding.com/exercises/wrist-roller,https://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/m/142_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/m/142_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/other,Other,9.1,Average
Incline dumbbell reverse fly,https://www.bodybuilding.com/exercises/reverse-flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-13n-incline-dumbbell-reverse-fly-m1-crop-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Stair climber,https://www.bodybuilding.com/exercises/step-mill,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9.1,Average
Elbow-to-knee crunch,https://www.bodybuilding.com/exercises/elbow-to-knee,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Kettlebell Pistol Squat,https://www.bodybuilding.com/exercises/kettlebell-pistol-squat,https://www.bodybuilding.com/exercises/exerciseImages/sequences/521/Male/m/521_2.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,9.1,Average
Overhead dumbbell front raise,https://www.bodybuilding.com/exercises/standing-dumbbell-straight-arm-front-delt-raise-above-head,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17d-overhead-dumbbell-front-raise-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Biceps curl to shoulder press,https://www.bodybuilding.com/exercises/biceps-curl-to-shoulder-press,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,Average
Weighted bench dip,https://www.bodybuilding.com/exercises/weighted-bench-dip,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,Average
Barbell Hip Thrust,https://www.bodybuilding.com/exercises/barbell-hip-thrust,,,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.1,Average
Forward lunge,https://www.bodybuilding.com/exercises/bodyweight-lunge,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9,Average
Barbell Bench Press - Medium Grip,https://www.bodybuilding.com/exercises/barbell-bench-press-medium-grip,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9,Average
Chest dip,https://www.bodybuilding.com/exercises/dips-chest-version,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/other,Other,9,Average
Seated dumbbell shoulder press,https://www.bodybuilding.com/exercises/dumbbell-shoulder-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Barbell Curl,https://www.bodybuilding.com/exercises/barbell-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9,Average
EZ-Bar Skullcrusher,https://www.bodybuilding.com/exercises/ez-bar-skullcrusher,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-94s-ez-bar-skullcrusher-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-94s-ez-bar-skullcrusher-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,9,Average
One-Arm Dumbbell Row,https://www.bodybuilding.com/exercises/one-arm-dumbbell-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Alternating standing shoulder press,https://www.bodybuilding.com/exercises/standing-alternating-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-93d-alternating-standing-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-93d-alternating-standing-shoulder-press-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Concentration curl,https://www.bodybuilding.com/exercises/concentration-curls,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-8e-concentration-curl-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Decline Crunch,https://www.bodybuilding.com/exercises/decline-crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9,Average
Decline Dumbbell Flyes,https://www.bodybuilding.com/exercises/decline-dumbbell-flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31n-decline-dumbbell-chest-fly-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Single-arm incline rear delt raise,https://www.bodybuilding.com/exercises/dumbbell-lying-one-arm-rear-lateral-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Alternating dumbbell front raise,https://www.bodybuilding.com/exercises/front-dumbbell-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Hanging toes-to-bar,https://www.bodybuilding.com/exercises/hanging-pike,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9,Average
Narrow-stance squat,https://www.bodybuilding.com/exercises/narrow-stance-squats,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9,Average
Kneeling cable oblique crunch,https://www.bodybuilding.com/exercises/oblique-cable-crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9,Average
Reverse Grip Triceps Pushdown,https://www.bodybuilding.com/exercises/reverse-grip-triceps-pushdown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19c-reverse-grip-cable-straight-bar-push-down-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9,Average
Bear crawl sled drag,https://www.bodybuilding.com/exercises/bear-crawl-sled-drags-,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,9,Average
Rocky Pull-Ups/Pulldowns,https://www.bodybuilding.com/exercises/rocky-pull-upspulldowns,,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/other,Other,9,Average
Snatch-Grip Behind-The-Neck Overhead Press,https://www.bodybuilding.com/exercises/snatch-grip-behind-the-neck-overhead-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4571/Male/m/4571_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4571/Male/m/4571_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9,Average
Box Squat with Bands,https://www.bodybuilding.com/exercises/box-squat-with-bands,https://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9,Average
Flexor Incline Dumbbell Curls,https://www.bodybuilding.com/exercises/flexor-incline-dumbbell-curls,https://www.bodybuilding.com/exercises/exerciseImages/sequences/285/Male/m/285_1.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Seated One-Arm Dumbbell Palms-Up Wrist Curl,https://www.bodybuilding.com/exercises/seated-one-arm-dumbbell-palms-up-wrist-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/386/Male/m/386_1.jpg,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Thigh adductor,https://www.bodybuilding.com/exercises/thigh-adductor,,,https://www.bodybuilding.com/exercises/muscle/adductors,Adductors,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9,Average
